word_id,Topic,Topic_Frequency
13323,2,0.008127334
13323,3,0.0054650027
13323,4,0.0016256364
13323,5,0.0026402315
13323,6,0.0028841512
13323,7,0.0047674333
13323,8,0.004742617
13323,9,0.0022552577
11391,0,1.5724143e-05
11391,1,0.0010689334
11391,2,0.00096644665
11391,3,0.00041499626
11391,4,0.00044137848
11391,5,0.00026251332
11391,6,0.0004104283
11391,7,0.00063805
11391,8,0.0018123778
11391,9,7.2906565e-05
21115,0,6.639598e-07
21115,1,2.2295579e-08
21115,2,1.9867425e-08
21115,3,0.00069962436
21115,4,0.003229856
21115,5,2.8092222e-07
21115,6,0.00032899962
21115,7,0.00034790565
21115,8,0.002060696
21115,9,6.981043e-07
19945,0,1.922574e-05
19945,1,1.0620692e-07
19945,2,0.00056741934
19945,3,0.0024768997
19945,4,0.013828759
19945,5,0.00050587836
19945,6,0.00032190073
19945,7,0.0007702377
19945,8,0.0017949248
19945,9,0.00041541486
10530,0,0.0004386743
10530,1,0.000276627
10530,2,0.00036116721
10530,3,0.00026397695
10530,4,0.0008276288
10530,5,0.00052762515
10530,6,7.516365e-05
10530,7,0.00017910595
10530,8,1.1161752e-06
10530,9,2.005287e-08
19969,0,0.00020203712
19969,1,0.0010874806
19969,2,0.00075736473
19969,3,0.0015867704
19969,4,0.0021550667
19969,5,3.1581927e-05
19969,6,0.0008917191
19969,7,0.0010117412
19969,8,0.00048307196
19969,9,0.0010906296
21262,3,1.6410713e-05
21262,4,0.0010550764
21262,7,2.8156275e-05
7110,0,2.1532032e-05
7110,1,0.0013295189
7110,2,0.00026009735
7110,3,0.0007960535
7110,4,0.0014619555
7110,5,7.1886097e-06
7110,6,0.00029862113
7110,7,0.000516654
7110,8,1.9276597e-05
7110,9,2.0987867e-08
2470,4,0.0004503943
2470,7,2.5011157e-05
13450,0,1.4241947e-05
13450,2,1.4444862e-06
13450,7,0.00010075911
1979,0,6.0281403e-05
1979,1,5.103663e-05
1979,2,1.5132191e-05
1979,3,0.00065055164
1979,4,0.00061323325
1979,5,1.61339e-07
1979,6,7.860126e-06
1979,7,0.0005305348
1979,8,1.04940955e-05
12774,0,0.00018720054
12774,1,0.00020617091
12774,2,0.0016779484
12774,3,0.005899353
12774,4,0.0032494238
12774,5,6.382627e-05
12774,6,0.0003407446
12774,7,0.0024139413
12774,8,0.00033181152
12774,9,0.00067275384
23657,0,2.8015627e-05
23657,2,6.875474e-05
23657,3,6.422383e-05
23657,4,1.5659725e-06
23657,7,3.862302e-05
16830,0,1.2892513e-06
16830,1,0.0007097559
16830,3,0.00038786614
16830,4,0.0003213253
16830,5,1.4010306e-05
16830,6,4.8215647e-05
16830,7,5.586236e-05
16830,8,3.301385e-05
12543,0,3.0892465e-05
12543,1,1.2705213e-08
12543,2,0.00031379625
12543,3,0.0002848941
12543,4,1.4624811e-08
12543,5,1.0978566e-06
12543,6,5.8593887e-06
12543,7,0.0003978341
12543,8,0.00015779809
12543,9,2.0896907e-05
10539,0,5.939314e-05
10539,1,0.0014259683
10539,2,0.00020160021
10539,3,0.00039526817
10539,4,0.00041521047
10539,5,4.2362103e-06
10539,6,7.529788e-05
10539,7,0.00047245773
10539,8,0.00024365402
10539,9,1.717737e-08
5993,0,1.8089543e-07
5993,3,0.00012291952
5993,6,4.525779e-05
5993,7,1.3993073e-08
6759,3,2.074913e-08
6759,4,0.00027629003
6759,6,1.7396162e-05
6759,7,2.2571598e-05
15458,0,0.00028080321
15458,1,8.528351e-08
15458,2,6.660908e-05
15458,3,0.0009144397
15458,4,0.00022702086
15458,5,6.376464e-07
15458,6,5.8050255e-06
15458,7,0.0009909568
15458,8,0.0006265056
15458,9,4.055153e-07
11962,0,0.00023208247
11962,1,0.00020826151
11962,2,0.0007506281
11962,3,0.00046972305
11962,4,2.4826318e-07
11962,5,0.0001762673
11962,6,0.0006250536
11962,7,0.00045424706
11962,8,0.00038191982
11962,9,0.00036893922
15290,0,0.010576645
15290,1,0.004965567
15290,2,0.010470954
15290,3,0.010162626
15290,4,0.003005492
15290,5,0.0029778318
15290,6,0.003980207
15290,7,0.011684261
15290,8,0.008263319
15290,9,0.010392485
20832,0,5.7984555e-05
20832,1,1.0645815e-08
20832,2,0.000102926475
20832,3,0.00016518231
20832,4,0.00013140377
20832,5,0.00028112743
20832,6,0.00021997638
20832,7,0.00031778356
20832,9,0.00018127407
5119,0,0.0001235
5119,1,0.00052626955
5119,2,0.0009116511
5119,3,0.0018744053
5119,4,0.0008597315
5119,5,4.2219435e-05
5119,6,0.00017372578
5119,7,0.00146943
5119,8,0.00034433827
5119,9,4.232126e-07
9399,4,7.14759e-05
22853,0,2.2111273e-08
22853,1,5.8777146e-05
22853,2,7.209505e-05
22853,3,0.00034526392
22853,4,1.2025338e-08
22853,6,4.5092915e-05
22853,7,5.3700434e-05
15874,0,0.00031552228
15874,1,0.0014776115
15874,2,0.0007474679
15874,3,0.003758238
15874,4,0.00044206428
15874,5,0.0001844011
15874,6,0.0006464297
15874,7,0.0024689883
15874,8,0.0008394179
15874,9,6.273184e-05
21918,0,0.00077832624
21918,1,2.3312769e-08
21918,2,0.0002713094
21918,3,0.0007706981
21918,4,0.0002822086
21918,5,0.00014714403
21918,6,0.0008494999
21918,7,0.0005998947
21918,8,0.00016747885
21918,9,2.9516543e-06
434,0,0.00036018316
434,1,0.0007615314
434,2,0.00083885615
434,3,0.0005980895
434,4,0.00046670772
434,5,0.0004633821
434,6,0.000925285
434,7,0.0011034624
434,8,0.0009122381
434,9,0.00056486175
16949,0,0.00018736879
16949,1,7.648022e-05
16949,2,9.945245e-05
16949,3,0.00021457674
16949,4,0.00011938405
16949,5,7.0796844e-08
16949,6,8.33311e-05
16949,7,0.0002472129
16949,8,9.696727e-06
16949,9,0.00064823637
23619,4,7.158573e-05
14062,0,0.00031347587
14062,1,0.00043363447
14062,2,0.0018856219
14062,3,0.0014786992
14062,4,0.00046694005
14062,5,0.00081943575
14062,6,0.0014439995
14062,7,0.0017498401
14062,8,0.0012905336
14062,9,0.0018809182
19034,0,0.00012891664
19034,1,7.702127e-05
19034,2,0.00037880443
19034,3,0.0030358534
19034,4,0.006735239
19034,5,0.00033876018
19034,6,0.00044914184
19034,7,0.0006900437
19034,8,0.00023164133
19034,9,4.7502956e-05
12197,0,0.00084181176
12197,1,0.0034754935
12197,2,0.00050438114
12197,3,0.0007869142
12197,4,0.00012280048
12197,5,0.0011407083
12197,6,0.00021685654
12197,7,0.0012845059
12197,8,0.0014117907
12197,9,0.0010887664
5643,0,0.0009557817
5643,1,0.0029557263
5643,2,0.00057274
5643,3,0.0010032515
5643,4,1.8232298e-06
5643,5,0.0010506803
5643,6,0.00016737537
5643,7,0.0012442678
5643,8,0.00083848264
5643,9,0.0010370545
15933,0,5.921301e-05
15933,1,4.860917e-06
15933,2,0.00031623294
15933,3,0.0016719239
15933,4,0.00038677867
15933,5,1.8483113e-05
15933,6,6.687012e-08
15933,7,0.00080611213
15933,8,0.00048089385
15933,9,1.01538184e-07
2221,0,3.6206333e-07
2221,2,7.532359e-05
2221,3,0.00020012562
2221,4,1.2070292e-07
2221,5,2.3157694e-05
2221,6,3.0167343e-05
2221,7,0.00033656802
2221,8,0.00014063391
2221,9,0.00016076313
23357,1,7.66475e-05
23357,3,6.9814995e-08
23357,4,9.449114e-06
23357,5,2.9864705e-06
23357,7,0.00020093264
8814,0,0.0045192996
8814,1,0.0047443337
8814,2,0.012258426
8814,3,0.004191008
8814,4,0.00149864
8814,5,0.0043425197
8814,6,0.0015177841
8814,7,0.003047256
8814,8,0.003632308
8814,9,0.0034424504
12783,4,7.1268434e-05
9032,0,2.6733846e-05
9032,3,2.862991e-05
9032,4,0.00028476588
9032,5,0.00012384071
9032,6,5.6041277e-05
9032,7,7.043223e-05
9032,9,2.9475123e-07
21472,4,7.136025e-05
24234,0,0.005930954
24234,1,0.0034322373
24234,2,0.0047255713
24234,3,0.0083118
24234,4,0.0055208206
24234,5,0.0006016493
24234,6,0.0026240884
24234,7,0.009478479
24234,8,0.00663593
24234,9,0.00537299
8618,3,0.00017442685
8618,4,0.00031352584
8618,5,0.00085135957
8618,7,0.00011596607
8618,8,5.5113327e-05
13444,4,6.099925e-05
13444,7,8.687888e-06
21287,0,2.3590128e-05
21287,3,2.9537903e-05
21287,4,0.00036485557
21287,7,5.9912367e-05
21287,8,6.306325e-05
14353,1,8.760125e-05
14353,4,1.3233809e-07
14353,6,2.6490132e-05
14353,7,3.898401e-05
14353,8,3.4500076e-06
16732,0,0.00023993349
16732,3,0.00010002078
16732,4,0.00013375914
16732,5,1.7364245e-06
16732,6,1.9363126e-08
16732,7,7.22473e-05
16732,8,1.1632222e-05
4151,0,0.00027932835
4151,1,2.4963148e-08
4151,2,4.221412e-05
4151,3,0.0011014964
4151,4,3.7093603e-08
4151,5,2.2797371e-06
4151,6,0.0001025473
4151,7,0.00049251906
4151,8,5.1217085e-05
4151,9,0.00028253958
3725,0,0.00010108299
3725,2,4.362618e-05
3725,3,0.00035918393
3725,4,1.0430193e-08
3725,5,1.07161654e-07
3725,6,2.461224e-07
3725,7,0.0002134395
3725,8,0.00016148147
4689,0,0.00029331428
4689,1,0.000902628
4689,2,7.209862e-05
4689,3,0.001247853
4689,4,0.0010651412
4689,5,3.4287088e-05
4689,6,0.00037097553
4689,7,0.0012047384
4689,8,9.340975e-05
4689,9,1.8138628e-08
1982,0,5.321403e-07
1982,1,3.3306699e-06
1982,3,0.0011925058
1982,4,0.0019736749
1982,5,1.7524352e-08
1982,6,4.530404e-05
1982,7,0.00034626087
1982,8,4.296953e-05
1982,9,0.0003087737
16522,0,6.256696e-08
16522,1,8.9313864e-05
16522,2,8.146302e-05
16522,3,5.5634064e-05
16522,4,1.5653216e-08
16522,5,4.7473222e-08
16522,6,0.00029272327
16522,7,0.00018766026
16522,8,4.660519e-05
24423,0,7.599157e-05
24423,2,9.265671e-06
24423,3,5.3647862e-05
24423,4,0.00032896068
24423,7,0.00011192207
23430,0,0.0009973489
23430,1,0.0001379784
23430,2,0.0009043957
23430,3,0.002428904
23430,4,0.00070843386
23430,5,0.0005016954
23430,6,0.0017262885
23430,7,0.002213094
23430,8,0.0021855666
23430,9,0.001390979
22869,0,0.00020060445
22869,1,0.00010229101
22869,4,4.7698227e-06
22869,5,3.7460675e-05
22869,6,0.0001733486
22869,7,7.907263e-05
22869,8,4.6247038e-07
22869,9,0.00025896227
7210,3,1.257237e-05
7210,4,6.518408e-05
7210,5,0.00025478823
7210,8,3.1436666e-05
3324,4,7.196591e-05
4127,0,0.0004356972
4127,1,1.4516147e-08
4127,2,0.00023342184
4127,3,0.00026365442
4127,4,0.0015090746
4127,5,0.00053869374
4127,6,1.39487265e-05
4127,7,0.00046585433
4127,8,8.420281e-05
4127,9,1.04609214e-07
24255,3,9.9022036e-05
9822,0,0.0002820881
9822,2,1.1253122e-05
9822,3,8.679238e-05
9822,4,0.00028331668
9822,5,0.0001944227
9822,6,7.4001156e-07
9822,7,0.00026770268
9822,8,1.2928574e-08
9822,9,0.0012070196
12146,0,0.00014184063
12146,1,2.0219051e-08
12146,2,0.00027044016
12146,3,0.00046220812
12146,4,0.00039539902
12146,5,4.7795053e-05
12146,6,0.00020047421
12146,7,0.00078166736
12146,8,2.5839583e-06
12146,9,0.00033951455
8589,0,2.1064277e-07
8589,1,0.00020553115
8589,2,7.042504e-05
8589,3,7.80173e-05
8589,4,0.00018068396
8589,6,8.575366e-05
8589,7,0.00015964202
16376,0,1.3648134e-08
16376,3,0.00023026015
16376,4,0.00062213244
16376,5,3.7756965e-07
16376,7,3.645573e-05
4756,0,0.0006398885
4756,1,0.00035551685
4756,2,0.0018235039
4756,3,0.0023237946
4756,4,0.0011901795
4756,5,0.0011538895
4756,6,0.0022677896
4756,7,0.0019102904
4756,8,0.0033768977
4756,9,0.0009371187
12361,0,0.0001147351
12361,3,4.5979573e-07
12361,4,7.9339625e-06
12361,6,0.00016793402
12361,7,4.1246298e-05
12361,8,3.2602413e-05
22580,4,7.153039e-05
15536,0,0.0048371116
15536,1,0.0014307481
15536,2,0.0020454475
15536,3,0.0057991915
15536,4,0.0061209183
15536,5,0.0052631856
15536,6,0.007537098
15536,7,0.0050445693
15536,8,0.0065144813
15536,9,0.001213524
5807,0,0.00012274897
5807,1,0.00013259285
5807,2,0.0007286878
5807,3,0.00055342895
5807,4,1.9472978e-08
5807,5,0.0002735688
5807,6,0.00021663433
5807,7,0.00032641782
5807,8,0.00020233713
5807,9,0.0005338974
7747,0,0.00039632773
7747,1,1.3071363e-05
7747,2,0.00020924737
7747,3,0.0006370028
7747,4,1.888856e-05
7747,5,0.00019046666
7747,6,0.00062324764
7747,7,0.00027899395
7747,8,0.0006484014
7747,9,0.00021623555
16711,0,7.764346e-06
16711,3,8.780633e-05
16711,7,4.2754287e-08
23051,0,7.445805e-05
23051,1,2.5013911e-08
23051,2,0.00021949795
23051,3,1.5916597e-05
23051,4,0.00016291632
23051,5,0.00019049954
23051,6,5.9306312e-05
23051,7,4.284248e-05
23051,8,8.753535e-05
709,0,5.2851305e-05
709,1,0.000108454384
709,3,7.809941e-05
709,4,0.00018458637
709,5,3.8458593e-06
709,6,9.131293e-05
709,7,0.00017800185
709,8,0.0003490276
17767,0,2.0485943e-05
17767,2,2.8673792e-05
17767,4,0.00017961244
7112,4,7.143869e-05
9663,0,0.0002795167
9663,2,3.6992e-08
9663,3,0.00017097028
9663,4,0.00012718175
9663,5,2.279772e-08
9663,6,0.00017117716
9663,7,0.000118764015
9663,9,0.0002548665
4080,0,1.9634879e-08
4080,1,1.1403856e-08
4080,3,0.00038287567
4080,4,1.1897146e-08
4080,5,0.00020342528
4080,6,3.7953378e-06
4080,7,0.00046137156
4080,8,0.00014870228
4080,9,0.0001182331
1059,2,3.742186e-05
1059,3,0.0002493641
1059,4,0.0006175789
1059,5,6.591268e-08
1059,7,6.0272032e-05
1059,8,2.3082514e-08
1059,9,0.0003382727
16390,0,0.00010164569
16390,1,0.001046568
16390,2,0.0011230982
16390,3,0.0009832128
16390,4,0.0016849751
16390,5,0.00028206522
16390,6,0.00013788197
16390,7,0.0009805
16390,8,7.417886e-05
16390,9,0.0013514813
17467,0,9.443969e-08
17467,1,0.0008124946
17467,2,2.2770377e-05
17467,3,0.00039748996
17467,4,0.00034840417
17467,6,2.4078838e-05
17467,7,0.00014172583
17467,8,4.9788796e-05
17467,9,9.9343546e-05
23348,3,6.4333624e-05
23348,4,0.00013795156
23348,5,1.099346e-05
23348,6,2.1364734e-05
23348,7,6.613543e-05
23348,8,7.815536e-05
19976,0,2.5915584e-05
19976,3,7.163545e-05
19976,4,1.1313233e-06
19976,6,0.0001351349
19976,7,0.00016807663
19976,8,5.9506897e-06
19976,9,0.0005038761
8931,0,0.00044936806
8931,1,6.85024e-08
8931,2,0.00046837772
8931,3,0.0008713699
8931,4,0.0010394392
8931,5,0.0005375509
8931,6,0.00052290125
8931,7,0.00090313866
8931,8,0.00039455583
8931,9,0.0002001176
12931,0,0.000119322125
12931,2,3.3173004e-05
12931,3,8.6881155e-05
12931,4,2.4960912e-08
12931,7,4.5699137e-05
12931,8,0.0002511062
12931,9,2.2872711e-05
4571,3,7.5703465e-05
4571,4,2.4587337e-08
4571,7,1.1928475e-05
4571,8,0.00017020243
17469,0,1.0381464e-05
17469,2,4.75025e-05
17469,3,7.822851e-05
17469,7,7.569834e-05
17469,8,0.00014010379
12401,4,7.1755916e-05
14163,0,0.00018738254
14163,2,1.1483685e-05
14163,3,0.0001358934
14163,4,0.00013091794
14163,5,4.836115e-06
14163,6,2.6692907e-05
14163,7,0.00011077522
14163,8,9.415009e-05
14635,0,0.000105714964
14635,1,1.544022e-08
14635,2,0.00020894167
14635,3,3.6162925e-05
14635,4,5.1297495e-05
14635,6,0.00010629412
24072,0,0.0003146524
24072,1,0.00057276094
24072,2,0.0003717669
24072,3,0.000437972
24072,4,0.00033794154
24072,5,0.0008361789
24072,6,0.0004044122
24072,7,0.0005481353
24072,8,0.00022955763
24072,9,0.00021099736
4351,4,7.177057e-05
99,0,0.00021126271
99,1,0.00055277324
99,2,3.0272102e-05
99,3,8.892842e-05
99,4,0.00053206884
99,5,7.436051e-06
99,7,0.00020341753
99,8,0.00019217774
99,9,4.861337e-05
21402,0,2.0621312e-05
21402,4,0.0001779336
16926,0,0.0025457242
16926,1,0.00086782203
16926,2,0.00082459167
16926,3,0.0016137164
16926,4,0.001982376
16926,5,0.00048348375
16926,6,0.00049806584
16926,7,0.0012612565
16926,8,0.0007904779
16926,9,0.0002871028
19350,0,0.00017093166
19350,1,0.0011641289
19350,2,0.00033680192
19350,3,0.0013127243
19350,4,0.0016210246
19350,5,0.00036054026
19350,6,0.0004815019
19350,7,0.0013719309
19350,8,0.0011296864
