word_id,Word,Article_Frequency,Title_Frequency
570,allasked,1,0
18582,sacking,2,0
10986,investigatecleverly,1,0
11053,involvedand,1,0
11020,investigationmr,1,0
14034,newsjames,1,0
13874,nationbut,1,0
4013,commentasked,1,0
14249,nothis,1,0
211,addedhome,1,0
24015,wiremy,1,0
4913,crapthe,1,0
16630,privatemr,1,0
4747,counterintuitive,1,0
1647,batshit,1,0
5696,deniedmr,1,0
5825,detailjames,1,0
12943,mathersan,1,0
17410,recordingjames,1,0
3794,cleverlys,2,0
15337,partylistenlisten,1,0
17414,recordingtories,1,0
21309,taxesthe,1,0
15224,parliamentjeremy,1,0
10438,implementdarren,1,0
4695,costedstarmer,1,0
12983,mathersworking,1,0
18679,saidserving,1,0
6674,economyyes,1,0
23358,wagekeir,1,0
18633,saiddimitri,1,0
4480,constructive,4,0
11038,investorshe,1,0
6663,economyjust,1,0
6668,economysir,1,0
7361,eukeir,1,0
24024,wirepolitics,1,0
21962,toll,4,0
12963,matherspolitics,1,0
19511,shelf,5,1
21963,tollminister,1,0
23994,wirefarage,2,0
23205,virus,3,0
17021,putinism,3,0
10675,infects,1,0
1690,bbcmr,1,0
23479,warreform,1,0
14995,oversbbc,1,0
13108,mediasunak,1,0
22168,trailno,1,0
7611,expectedmr,1,0
22575,unassailable,1,0
18095,reutersgove,1,0
7795,fallout,2,0
15249,partgate,1,0
23469,warnedthe,1,0
9763,heremichael,1,0
18107,reuterswhat,1,0
12952,mathershome,1,0
2491,brokethe,1,0
11694,knowledgemr,2,0
17196,ram,1,0
7305,escaped,1,0
4874,cow,1,0
23979,wirebridget,1,0
19422,sexism,4,0
23999,wirehow,1,0
23543,watlinghow,2,0
16733,profitability,1,0
15068,pabenjamin,1,0
4956,cremelrishi,1,0
12333,liquidation,1,0
12415,loansthe,1,0
23912,winding,1,0
17418,recordsin,1,0
14702,ordered,8,1
24239,wound,2,0
17421,recouping,1,0
11035,investmentthe,1,0
12524,lossmaking,1,0
16734,profitadvertisementit,1,0
21755,threeyear,3,0
4599,converting,1,0
8266,followon,3,0
10892,interestwith,1,0
13001,maturing,1,0
11186,issuing,1,0
23913,windingup,1,0
12334,liquidationof,1,0
21329,taxpayerbacked,1,0
12332,liquidatedthey,1,0
496,aisolve,1,0
5148,dabbl,1,0
14273,nova,1,0
21482,tesco,1,0
21481,terry,2,0
12015,leahya,1,0
17900,requested,1,0
17796,repaymentsir,1,0
12016,leahys,1,0
12331,liquidated,1,0
5054,crowleyof,1,0
14941,outstanding,5,0
13002,maturity,2,0
1673,bbb,2,0
20805,successfulwe,1,0
12335,liquidator,1,0
4950,creditorsat,1,0
10794,insolvent,1,0
16056,poised,2,0
14555,onebed,2,0
8178,flatto,1,0
22659,understatement,1,0
10012,homesrachel,1,0
22586,unblocking,1,0
14258,notoriously,1,0
21165,systemlabour,1,0
4988,crisisant,1,0
6593,easiest,1,0
15712,pickpartly,1,0
65,absorb,1,0
6127,disposable,3,0
16007,pocketsif,1,0
4139,commute,2,0
4340,congested,2,0
2220,boomthe,1,0
20319,staggering,3,0
17055,quarterly,2,0
6538,dwelling,1,0
4755,countriesthe,1,0
11040,inveterately,1,0
22851,unusually,2,0
2733,bulldoze,1,0
18028,restrictive,2,0
1842,beltsince,1,0
13253,mids,1,0
18743,sandys,1,0
20256,sprawl,2,0
128,accurately,2,0
16126,politiciansbut,1,0
6577,earmark,1,0
9205,greenbelt,4,0
13894,naturerich,1,0
19061,scrubby,1,0
22790,unlovedhopefully,1,0
2356,breachrelated,1,0
22846,untouched,1,0
22359,tsar,1,0
1652,battery,1,0
2729,builtthe,1,0
1745,beef,1,0
15957,plot,4,0
15608,permissionthe,1,0
21463,termthis,1,0
10713,infreddie,1,0
16285,poser,1,0
16576,pricedout,1,0
22882,upgraded,1,0
19049,scratchas,1,0
12761,manchesteras,1,0
15880,plank,3,0
22574,unashamedly,1,0
10928,interventionistrelated,1,0
8199,flimsy,1,0
8588,fudgeon,1,0
10715,infuriating,1,0
14948,outweighed,1,0
11162,issuerecent,1,0
4792,countryposer,1,0
22935,urgency,1,0
13942,neededif,1,0
18161,rewarded,1,0
8206,flipside,1,0
20414,startednot,1,0
21138,swung,3,0
14124,nimbyism,1,0
10047,hopeafter,1,0
2734,bulldozing,1,0
1236,astonishment,1,0
21341,taxthey,1,0
713,amplified,1,0
6578,earmarked,2,0
19075,scuppered,2,0
416,agoindeed,1,0
12097,legislationlabour,1,0
10837,instrumentsthe,1,0
9305,guarded,1,0
9350,gungho,1,0
11204,itcharles,1,0
22251,trew,1,0
19514,shelter,3,0
17780,rented,2,0
16632,privatesector,2,0
10122,housebuilder,3,0
5867,developmentsas,1,0
5860,developer,6,0
10041,hook,1,0
24257,wriggle,1,0
18332,robustly,5,0
123,accounttrew,1,0
11281,itwithout,1,0
21330,taxpayerfunded,1,0
17694,reliant,1,0
23797,whim,1,0
3091,capitalbreach,1,0
24580,zoning,2,0
18267,ripe,1,0
13568,mooted,2,0
13710,mpsour,1,0
6549,dysfunctional,1,0
6052,discretionary,1,0
18833,saysryan,1,0
19578,shorthouse,1,0
2420,bright,3,0
11821,lamented,2,0
341,affordability,2,0
7500,everythings,2,0
18889,scandalparty,1,0
21824,tightlipped,1,0
4991,crisisclick,1,0
21054,suspendedrishi,1,0
354,afplabours,1,0
10988,investigatedas,1,0
21738,threatened,5,0
5758,derail,1,0
23655,weeksources,1,0
6347,dowden,7,0
14895,outjames,1,0
11693,knowledgemichael,1,0
22970,uslabours,1,0
580,allegationsthe,2,0
14486,officialsanger,1,0
16322,postamid,1,0
6108,dismayed,8,0
6211,doand,4,0
3572,childish,4,0
18008,responsiblehe,1,0
14518,oldfashioned,1,0
20774,subscribe,5,0
4065,commissionpat,1,0
24020,wirepeople,1,0
11225,itin,2,0
6128,disposal,2,0
19994,soi,1,0
2898,calledthe,3,0
9048,goveformer,1,0
15156,paover,1,0
16371,poundsmr,1,0
9757,hereif,1,0
5549,defendhome,1,0
11000,investigatehe,1,0
11024,investigationsseveral,1,0
4349,connected,3,0
15292,partyan,1,0
3981,combing,5,0
18866,scandalcraig,3,0
18882,scandallaura,1,0
10999,investigatedshadow,1,0
1942,bettingshe,1,0
8308,forcraig,1,0
23882,williamsthe,1,0
13715,mpswhen,1,0
16642,privy,1,0
1910,betpolice,1,0
14475,officerthe,1,0
4075,commissionwhen,5,0
6036,disclosedlaura,1,0
18788,saunderssaunders,1,0
16625,privacy,3,0
12054,leelee,1,0
3887,cochair,1,0
2040,blackpool,5,0
12921,masterminded,1,0
22672,undisclosed,2,0
1922,betsnick,1,0
12910,masonon,1,0
5212,datadriven,1,0
7402,evangelist,1,0
11322,jarrow,5,0
22465,tyneside,3,0
4060,commissionlike,1,0
24276,wrongdoing,8,0
24284,wrongdoingwhat,2,0
10991,investigatedcraig,2,0
16697,processlaura,4,0
324,affairms,2,0
24189,worldclose,2,0
11516,juneafter,2,0
24283,wrongdoingthese,2,0
15343,partymichael,2,0
17872,reprehensibleafter,2,0
2907,callfor,1,0
22582,unbeatabletom,1,0
23889,wilsonin,2,0
16306,possiblebut,1,0
11243,itselfit,1,0
24111,wonhe,1,0
2805,bussed,2,0
13360,ministertheres,1,0
5159,dalestom,1,0
23890,wilsontheyre,1,0
18024,restricting,2,0
18544,ruse,1,0
4188,complacentmr,1,0
608,allotment,1,0
22100,touri,1,0
18674,saidrichmond,1,0
20257,sprawling,3,0
23719,wellwilson,1,0
23695,wellies,1,0
22186,tramp,1,0
16703,proclaiming,1,0
6208,dnait,1,0
19299,sens,2,0
9668,heartland,11,0
3836,closure,1,0
12655,magnifies,1,0
18622,saidbecause,1,0
20730,stumble,1,0
13936,needa,1,0
1588,barn,3,0
23888,wilsonand,1,0
6041,discontentmr,1,0
10058,hopepeople,1,0
17460,rediscover,1,0
18614,saidafter,1,0
5300,daydreamingits,1,0
5299,daydreaming,1,0
9493,happenthe,1,0
13662,motivating,1,0
4430,consigned,1,0
13417,misstep,5,0
16169,politicswhen,1,0
6466,drum,5,0
1637,bass,1,0
9342,guitar,1,0
5200,darlington,4,0
16369,poundshe,1,0
2717,bug,1,0
18041,resultmr,1,0
1532,bang,1,0
19439,shaggers,1,0
14333,nutter,1,0
24260,wrist,1,0
12295,limp,1,0
3248,cavalier,2,0
18426,roundhead,2,0
2312,brace,5,2
11453,joythe,1,0
10197,hundredth,1,0
17374,recital,1,0
5151,daddy,3,0
8656,fury,3,0
4276,concocted,1,0
17315,realthe,1,0
4041,commie,1,0
9599,hawk,1,0
17461,redistribute,1,0
19435,shade,1,0
21386,ted,1,0
9675,heath,7,0
7895,fascinates,1,0
22088,touchyfeely,1,0
19256,selfdefines,1,0
7052,emphasise,1,1
13665,motored,1,0
20938,superrich,1,0
22658,understandstarmer,1,0
757,android,2,0
14274,novel,3,0
16011,poem,1,0
6423,dreamt,1,0
6957,electric,3,0
15384,pass,6,0
720,amwant,1,0
20157,spectacle,2,0
18207,ridiculous,1,0
18734,sanctimonious,1,0
21388,tediousthe,1,0
14965,overearnest,1,0
18761,satire,1,0
22723,unidirectional,1,0
8688,gag,1,0
22605,unconsciously,1,0
7512,evil,2,0
5029,crone,1,0
24055,witchsee,1,0
23100,versus,2,0
5349,deadly,2,0
6586,earth,2,0
22796,unoriginal,1,0
18157,revolution,5,0
7267,eradicating,1,0
6736,egalitarian,1,0
2760,bureaucratic,1,0
9927,hitherto,1,0
18543,ruritanian,1,0
14139,nod,4,0
17695,relic,1,0
16996,puritan,1,0
10204,hunting,9,0
18967,schooling,1,0
16759,prohibitive,1,0
10006,homeschooling,1,0
8845,gentleman,2,0
19635,shrunken,1,0
3896,cofe,1,0
2743,bumble,1,0
23103,vestige,1,0
7270,erased,1,0
35,abortion,1,0
5489,decriminalised,1,0
1215,assisted,2,0
15174,paradigm,1,0
3812,clinically,1,0
7214,entrenched,2,0
17172,rainbow,1,0
17487,reeling,2,0
7099,endorsedthe,1,0
6043,discourage,1,0
13085,meat,2,0
19050,scream,1,0
19914,smoker,1,0
10448,implied,3,0
5435,decadent,1,0
12608,luxurycharles,1,0
3947,collected,4,0
6542,dycks,1,0
5028,cromwell,1,0
10529,inclined,2,0
13025,maypole,1,0
16952,puddingsif,1,0
14134,noblest,1,0
5677,demoralising,1,0
5820,destructive,2,0
1461,backwhatever,1,0
8545,frivolity,1,0
5926,diet,3,0
9537,haribo,1,0
22432,twix,1,0
21996,tooth,1,0
5442,decaybritain,1,0
16186,pollok,1,0
3162,carmunnock,1,0
3211,castlemilk,4,0
19717,simshill,1,0
5026,croftfoot,1,0
8223,florida,1,0
19496,shawlands,2,0
16187,pollokshaws,4,0
1322,auldhouse,2,0
6614,eastwood,1,0
14013,newlandsthe,1,0
3228,cathkin,2,0
2324,brae,1,0
18562,rutherglen,3,0
11623,kilbride,13,1
20618,strathaven,7,0
8937,glagow,1,0
6599,eastafter,1,0
3294,centralread,1,0
23308,votesglasgow,1,0
3056,candidatesstewart,1,0
13042,mcdonald,2,0
6895,electionshe,2,0
9550,haroun,2,0
12739,malik,1,0
13057,mclaughlin,1,0
11142,isolation,3,0
4134,communitysome,1,0
21187,tackledfiona,1,0
4920,crawford,2,0
14046,newsquestfiona,1,0
15552,peopleshe,2,0
11144,isolationwe,1,0
8679,futureweve,1,0
23749,westminstershe,1,0
7779,fairness,2,0
3418,changeid,1,0
19370,servicesimage,1,0
14045,newsquestangela,1,0
23552,watson,1,0
11143,isolationshe,1,0
13521,moneywe,1,0
7957,feeing,1,0
12149,levelits,1,0
9787,herewere,1,0
10137,housethe,1,0
21006,surprising,6,0
14978,overlooked,1,0
15548,peoplerafiqa,1,0
22374,tufail,2,0
14049,newsquestrafiqa,1,0
1036,areathe,1,0
14331,nursey,1,0
9749,hereeverything,1,0
3835,closingpatricia,1,0
12399,livingston,4,0
14048,newsquestpatricia,1,0
22342,trustee,2,0
14248,nothingshe,1,0
8274,foodbanks,1,0
11158,issueim,1,0
17331,reasonsyou,1,0
7167,enoughderek,1,0
17626,reid,5,0
9647,healththe,1,0
4128,communitybased,1,0
7084,encourages,3,0
7961,feelingsderek,1,0
7526,exampleimage,1,0
13076,mearns,1,0
14047,newsquesthe,1,0
1580,barlia,3,0
9743,herederek,1,0
3306,centreshe,1,0
10262,ideal,2,0
14624,openas,1,0
4136,communitytheres,1,0
10814,instancehe,1,0
6238,doevery,1,0
4135,communitythere,1,0
20087,southchristie,1,0
14086,niall,1,0
9211,greenskumar,1,0
5891,dhruva,1,0
15339,partymalik,1,0
22745,unionistmcdonald,1,0
20518,stewart,5,0
19951,snpmckee,1,0
15341,partymclaughlin,1,0
5658,democratsraja,1,0
22534,uksmith,1,0
11390,johann,1,0
11823,lamont,1,0
21715,thornton,1,0
3165,carole,1,0
8309,ford,3,0
12193,libdem,2,0
10230,hutchison,1,0
5192,danyaal,1,0
17183,raja,1,0
2955,campaigninghis,2,0
5218,dateaccording,2,0
7697,extract,2,0
2414,briefed,2,0
11642,kingdomto,2,0
7829,familyto,2,0
17426,recoverpa,2,0
9175,graphicslabour,2,0
7807,familiesbut,2,0
11194,itall,2,0
21298,taxesand,2,0
11570,keepi,2,0
1439,backin,2,0
13570,morale,3,0
5223,datedirector,2,0
4055,commissionhome,2,0
14224,northpawith,1,0
11692,knowledgelevelling,2,0
18878,scandalit,2,0
24494,yourselfformer,1,0
18461,rowi,1,0
8646,furtherformer,1,0
24171,workmr,1,0
2969,campaignlabour,3,0
6206,diy,4,0
22240,treatmentshadow,2,0
13963,neglectpeople,2,0
17962,resorting,2,1
5908,dickens,2,0
17600,registeredthat,1,0
23691,wellbookmakers,3,0
15985,pmit,4,0
2237,borderhe,2,0
16087,policiesnigel,3,0
12594,lunchtime,6,0
5879,devonand,3,0
18917,scared,1,0
21449,tent,3,0
19842,sleepershe,1,0
18601,safersome,1,0
13126,mehe,2,0
24573,zip,1,0
19843,sleeping,8,0
17099,quicklythis,1,0
10002,homeless,9,1
18839,saystheres,1,0
890,anythingat,1,0
5433,decadein,1,0
10098,hostel,1,0
21906,tiredbut,1,0
24214,worsening,2,0
4993,crisisevery,1,0
18842,saystrevor,1,0
19781,situationin,1,0
11153,issuea,1,0
19458,shamethe,1,0
24339,yearand,2,0
24429,yearwhile,1,0
2719,buildand,1,0
6361,downie,1,0
10659,inequality,5,0
16805,prompt,2,0
18825,saysit,2,0
15010,overstated,1,0
22943,urinated,1,0
3439,changeto,1,0
24345,yearfor,1,0
22891,upin,1,0
14230,northwest,3,0
6453,dropin,1,0
9713,helpbut,1,0
2784,busier,1,0
2321,bradshawover,1,0
2320,bradshaw,1,0
18844,sayswere,1,0
10765,insecure,2,0
19988,sofa,1,0
20993,surfinga,1,0
5000,crisisolder,1,0
20293,stabilityhomelessness,1,0
389,ageat,1,0
3789,cleon,1,0
18257,riley,1,0
19476,sharedthe,1,0
18822,sayshe,5,0
23424,wandering,1,0
5335,daythis,1,0
38,aboutbut,1,0
9655,heardi,1,0
16149,politicsin,1,0
6922,electiontrevor,1,0
20445,stationi,1,0
10798,inspiration,1,0
18820,saysand,1,0
22652,understandable,1,0
23574,wayread,1,0
13605,moreplans,1,0
4976,criminalise,1,0
19045,scrappedfamilies,1,0
10135,housesalmost,1,0
7506,evictionsthe,1,0
20675,stretchedi,1,0
20991,surewho,1,0
1356,automatically,5,0
9366,gwent,3,1
18628,saidcatherine,1,0
8276,fookes,4,0
18983,schoolsshe,1,0
21320,taxing,7,1
6718,educationwilliam,1,0
17043,qualified,6,0
18978,schoolsmr,1,0
2373,brecon,3,0
16422,powys,1,0
4121,communitieshe,3,0
14018,newporthe,1,0
112,accordance,1,0
20463,statusliberal,1,0
14198,norm,1,0
13167,mentoring,1,0
5421,debating,7,0
2772,bursary,1,0
18956,scholarshipsunder,1,0
17607,regressive,1,0
12515,loserlabours,1,0
9633,headteacher,3,0
9370,haberdasher,2,0
16106,policyms,1,0
4215,comprehensive,4,0
7810,familiesread,1,0
19,abergavenny,2,0
10229,hustingsshe,1,0
18972,schoolsi,1,0
12721,makelabour,1,0
11621,kier,2,0
20204,spends,5,1
8623,fundingms,1,0
1447,backmr,1,0
958,applies,1,0
19392,sessionsfigures,1,0
7140,englandfull,1,0
4457,constituencyian,1,0
3405,chandler,1,0
15308,partydavid,1,0
4376,conservativejune,1,0
15303,partycatherine,1,0
11773,labourowen,1,0
10597,independentemma,1,0
13180,meredith,1,0
15378,partywilliam,1,0
5656,democratsmax,1,0
23918,windsorpeplow,1,0
23241,volunteered,1,0
19052,screen,5,0
20576,storieszoyaage,1,0
16646,probable,7,0
21830,tiktokinstagramzoya,1,0
21080,swamped,1,0
8778,gazarelated,1,0
22637,undermined,2,0
16491,prefers,2,1
11327,jazeera,1,0
475,aigeneratedher,1,0
22947,usage,1,0
4493,consumes,2,0
19060,scrolling,4,0
24586,zoya,1,0
8058,filter,1,0
12249,lifestyle,2,0
4937,creatorsher,1,0
6876,electionrelated,3,0
6474,dubai,1,0
7032,emigrate,1,0
7786,fakewhen,1,0
8779,gazastaceyage,1,0
7731,facebookstacey,1,0
7800,falseshe,1,0
12671,mailonline,1,0
7727,facebookher,1,0
4434,consists,1,0
8780,gazette,1,0
22436,twobed,2,0
1027,areaher,1,0
7676,exposure,1,0
15101,paidfor,1,0
10144,housingsimonage,1,0
6506,dundee,5,0
21380,technician,2,0
7730,facebooksimons,1,0
4511,contenta,1,0
17715,reluctantly,2,0
15032,overview,3,0
12348,listens,2,0
21265,tartan,2,0
13144,memespolitics,1,0
13459,mocking,3,0
10148,hovered,1,0
11633,kilt,1,0
9929,hitlersimon,1,0
15297,partyavaage,1,0
12554,lowestoft,4,0
1677,bbcavas,1,0
18080,retreated,2,0
22709,unfriended,1,0
148,acquaintance,1,0
22799,unpleasant,1,0
19367,serviceshe,1,0
14438,offend,1,0
6063,disdain,1,0
10471,impressedshe,1,0
6017,disarmament,1,0
17258,raynerfinleyage,1,0
2706,buckinghamshire,9,0
24325,xyoutubefinley,1,0
1373,avid,1,0
8727,gamer,1,0
12114,lengthy,2,0
7643,explainers,1,0
22007,topicsmany,1,0
23165,viewpoint,1,0
4214,comprehend,1,0
20978,suppose,4,0
11242,itselfhis,1,0
20732,stumbling,1,0
5436,decadeold,1,0
11326,jay,2,0
8325,foreman,1,0
8101,finley,2,0
16925,puberty,3,0
2098,blocker,3,0
11217,ithe,6,0
12301,linear,1,0
15400,passively,1,0
4489,consume,1,0
17680,relaxes,3,0
8194,flicking,1,0
8441,fraction,1,0
803,annoying,1,0
9515,hardhe,1,0
8728,gamers,1,0
2924,cameo,1,0
24506,youtuber,1,0
14122,niko,1,0
14534,omilanahe,1,0
2336,brand,16,2
13099,mediamatthewage,1,0
23860,wigan,4,0
14022,newsa,7,0
9371,habit,8,0
15176,paragraph,1,0
7557,excolleagues,1,0
16276,portrayed,2,0
5909,dickensian,1,0
22410,tvhe,1,0
11074,iphone,2,0
951,apple,14,0
22347,trustworthy,1,0
17748,remote,2,0
880,anxious,3,0
22812,unremittingly,1,0
22611,undecideds,3,0
15635,persuaded,2,0
1446,backmany,1,0
9914,historyif,1,0
11583,kellner,1,0
22067,toryreform,1,0
9449,handseven,1,0
17970,respectable,1,0
16337,postmainstreammedia,1,0
8955,glimpse,2,0
16222,pollszoya,1,0
11178,issuestacey,1,0
7127,engages,1,0
7953,feedfinley,1,0
23153,videosworking,1,0
13526,monitor,3,0
4496,consumptionalthough,1,0
10692,influencers,4,0
14650,opinionsmost,1,0
19927,snapchat,1,0
23777,whatsappdamon,1,0
11070,ionno,2,0
12264,lighthearted,2,0
15920,playground,2,0
23499,wary,1,0
21584,themselvesthere,1,0
23163,viewing,3,0
399,agendafrom,1,0
2736,bulletin,1,0
1362,ava,1,0
6866,electionpeter,1,0
15252,participant,4,0
23743,westminstercentric,1,0
10139,housingas,1,0
18249,rightswatching,1,0
18134,reverseengineering,1,0
8209,float,2,1
21574,themmaeve,1,0
8747,garner,1,0
9625,headlinewhile,1,0
406,aggregation,1,0
14552,onde,1,0
15628,personalty,1,0
15715,picturehe,1,0
16729,professionally,1,0
19559,shoplift,1,0
18929,scenarioit,1,0
19561,shoplifting,18,2
7321,essentialsthe,1,0
21198,tag,3,0
4492,consumersasked,1,0
20480,steal,4,0
19457,shameread,1,0
13581,moreasda,1,0
9160,granny,1,0
21551,theft,6,0
21405,telegraphcoop,1,0
19560,shoplifter,2,0
20090,southern,4,0
6633,echothe,1,0
20355,standardtory,1,0
19558,shopkeeper,6,0
12395,livingliberal,1,0
11235,itmeanwhile,1,0
6050,discreetly,2,0
9528,hardshiphow,1,0
24406,yearssome,1,0
13549,monthsa,1,0
4436,consortium,1,0
2351,brc,1,0
22141,tradeassociations,1,0
6051,discrepancy,1,0
8048,figuresrespondents,1,0
11213,item,3,0
22455,twowell,1,0
506,alamyhow,1,0
2056,blamea,1,0
18323,robbery,1,0
2763,burglary,4,0
12362,literature,2,0
9526,hardship,2,0
13750,multifacetedit,1,0
14434,offenceshowever,1,0
4672,correlation,1,0
3238,causationit,1,0
870,antisocial,3,0
5487,decrease,1,0
16078,policereferencing,1,0
9626,headon,3,0
4979,criminalitythats,1,0
1787,behaviourtory,1,0
23125,victimspictwittercomoiuklxemh,1,0
18591,sadiqkhan,1,0
16567,prevention,1,0
4092,committedin,1,0
24424,yearthey,2,0
19562,shopliftinghowever,1,0
22327,trussell,1,0
11438,joseph,2,0
18472,rowntree,1,0
11454,jrf,1,0
9678,heatingthe,1,0
4948,creditbenefits,1,0
23685,welfareyour,1,0
9462,hanging,1,0
18607,saga,2,0
9339,guiltykey,1,0
16027,pointsellwood,1,0
19125,seatsgambling,1,0
16661,probesenior,1,0
18863,scandalcabinet,2,0
4056,commissionifs,1,0
4697,costedwes,1,0
5747,depressed,8,0
11285,jabed,63,0
466,ahmedthe,9,0
18238,rightsasked,2,0
10028,honesti,2,0
12360,literacy,2,0
8930,girlsi,2,0
11157,issuehe,2,0
9570,hasand,1,0
10632,indignity,2,0
19365,servicescoming,1,0
728,analyisis,1,0
12798,manifestosthink,1,0
17834,reporthe,1,0
21300,taxesbut,1,0
8071,financesreferring,1,0
22576,unattainable,5,0
15948,pledgeswe,1,0
14190,noonstreeting,1,0
14882,outdated,2,1
3343,certificateasked,1,0
17336,reassured,2,0
21694,thishe,3,0
22006,topiche,1,0
16867,protectedand,1,0
17396,reconcile,1,0
4776,countryif,2,0
13905,navigating,1,0
7658,exploited,3,0
14039,newsminister,1,0
450,ahmedchris,1,0
6298,dontmr,1,0
15849,placedasked,1,0
24181,worksvoters,1,0
17855,reportsnorthern,1,0
21600,themwhether,1,0
10405,immigrationlabour,2,0
14853,ouaguirawes,3,0
1734,becuase,1,0
5719,dentiststhe,1,0
5712,dental,10,0
17543,reformbecause,2,0
16575,priced,4,0
22650,underspend,2,0
6172,distracting,14,0
11017,investigationhe,1,0
9344,gulilty,1,0
17976,respectedpressed,2,0
11952,lbceverything,1,0
14783,ouaguiraeverything,1,0
14770,ouaguirachris,1,0
13047,mcfaddens,1,0
4241,concerninghe,2,0
2171,bodyi,2,0
22677,undue,4,0
8776,gazai,2,0
11643,kingdomtories,1,0
14774,ouaguiraconservative,1,0
22720,unhelpful,3,0
6174,distractionspeaking,1,0
1806,beliefhe,1,0
14816,ouaguiranorthern,2,0
22862,unwisethe,1,0
19190,sectorasked,2,0
22860,unwise,4,1
21950,toi,2,0
3225,cater,3,0
21861,timenorthern,1,0
18896,scandalspeaking,1,0
11704,knwoledge,1,0
41,aboutmr,1,0
14055,newsstarmer,1,0
14760,ouaguiraarmed,1,0
4841,covenant,2,0
11579,keirstarmer,3,0
13629,morningrishi,1,0
12665,maifestonigel,1,0
5885,devonsir,1,0
23372,waitsbusiness,1,0
14189,noonrishi,1,0
15993,pmsenior,1,0
18905,scandaltop,1,0
23550,watlingtop,1,0
23547,watlingmeet,1,0
6365,downis,1,0
23544,watlingis,1,0
4945,crediblechin,1,0
23539,watlingchin,1,0
3533,cheerfulkeir,1,0
7898,fashion,6,0
10255,icon,2,0
23545,watlingkeir,1,0
7502,everywherehow,1,0
18884,scandalmonday,1,0
23541,watlingeverything,1,0
18880,scandaljohnson,1,0
4034,commentssunday,2,0
18900,scandalsunday,6,0
23319,votesunday,1,0
17412,recordingsunday,1,0
4749,counterpartsunday,1,0
7935,fearssunday,1,0
4912,crapsunday,2,0
5767,descendantsunday,1,0
6382,downsunday,1,0
23162,viewerssunday,1,0
24103,womensunday,1,0
18836,sayssunday,2,0
16662,probesunday,1,0
8627,fundraisersunday,1,0
7220,entrepreneurssunday,1,0
3795,cleverlysunday,1,0
15673,phillipsonsunday,2,0
10791,insistssunday,1,0
8831,generationsunday,1,0
2393,brexitsunday,1,0
2160,boatssunday,1,0
22372,tuesdaysunday,1,0
19182,secretarysunday,1,0
4045,commissionamid,1,0
12449,londoner,13,0
8557,frontbage,2,0
22512,ukrainekey,2,0
16050,pointssunak,3,0
4053,commissionfarage,2,0
3730,claimsfarage,2,0
9202,greedy,4,0
18885,scandalmore,2,0
11747,labourbadenoch,2,0
9901,hint,9,3
6792,electionask,1,0
13236,middletonthe,5,0
7465,eventsin,6,0
6976,ellie,4,0
3641,chowns,9,0
9751,herefordshire,11,0
15360,partyserving,3,0
4896,cradley,3,0
9271,groupif,3,0
14282,nowdr,3,0
7457,eventfind,3,0
9761,herelabour,3,0
13233,middletonlabour,2,0
8245,focaldata,8,0
13701,mpsaccording,2,0
8246,focaldatas,3,0
16524,presentation,2,0
11307,jameskanag,2,0
3249,caveat,2,0
15759,pictwittercomnhpajaeurf,2,0
11558,katyballs,2,0
4294,conducting,22,0
21934,todayspeaking,2,0
13504,mondaywhat,2,0
1244,athe,4,0
12055,leemr,2,0
4073,commissionwatch,2,0
13237,middletonwhat,2,0
14905,outlining,4,0
24422,yearsyou,2,0
1838,belowtransgender,2,0
16291,positionrishi,2,0
3199,casehe,3,0
22516,ukrainemy,3,0
15078,packet,3,0
12397,livingrishi,2,0
908,apex,2,0
9181,grassmarket,2,0
24021,wirepictured,2,0
14214,northampton,20,0
19788,sixfields,5,0
11646,kingpa,11,0
23973,wire,6,0
14784,ouaguiraexclusive,3,0
14857,ouaguirayoung,2,0
12492,loom,4,3
17838,reportsa,2,0
10805,instagramare,2,0
18118,revealperhaps,3,0
3328,centwhile,3,0
19800,skew,3,0
23221,visual,3,0
21493,textbased,3,0
4514,contentfarage,2,0
7575,exhead,2,0
14789,ouaguiraformer,3,0
5190,dannatt,4,0
22504,ukraineasked,3,0
891,anythinghe,3,0
7236,epabadenoch,2,0
13232,middletonkemi,4,0
9902,hinted,11,0
8565,frontrunner,4,0
11770,labourms,2,0
15857,placeshe,2,0
15345,partyms,2,0
16548,pressured,6,0
21470,terrifies,6,0
10768,inshe,4,0
9036,gossip,6,0
14618,onwe,6,0
1757,beforepolitical,2,0
16589,princess,9,0
20181,speedy,7,0
13235,middletonpolitical,2,0
4278,concussion,3,0
8760,gatcombe,2,0
7333,estatethe,2,0
14529,olympicmedalwinning,2,0
10081,horsewoman,2,0
8965,gloucestershire,2,0
9477,happenedemergency,2,0
5798,despatched,2,0
20096,southmead,2,0
14373,observationprime,2,0
10393,immensely,2,0
8271,fond,2,0
9833,highness,4,0
17431,recoverylabour,2,0
752,andre,2,0
11847,langloisshadow,2,0
6638,ecj,4,0
22749,uniontaking,2,0
2117,bloombergs,4,0
22742,unionif,2,0
16435,pragmatically,2,0
22751,uniontory,2,0
9451,handshe,3,0
15006,oversight,7,0
21644,therewatch,2,0
449,ahmedbusiness,2,0
13437,mitigatedspeaking,2,0
7581,existed,4,0
5513,deepseated,2,0
6654,economyand,2,0
1094,aroundms,2,0
13074,meantthe,2,0
14193,noregrets,2,0
647,altered,2,0
15937,pledgerachel,2,0
462,ahmedrishi,6,0
